Maker,Series,Shape,Name,Do,D,t,ThicknessType,Fc,PrestressType,PcDesignation,PcCount,Ap,PCD,Ao,Ae,Io,Ie,Ze,SigmaCeSpec,SigmaCeCalc,Nal,Mal,Mas,Mc,Mu,Qal,Qas,Qu,Ec,Ftp,SigmaPu,Ep,FcAllowCompLong,FcAllowCompShort,FcAllowDiagLong,FcAllowDiagShort,MassPerM,NodePitch,HeadOffset,ToeOffset,Note,ZeFromIe
ジャパンパイル,JP-NPH123,節杭,600-450,600.0,450.0,85.0,特厚,123.0,AH,7.1,12,480.0,380.0,97500.0,99300.0,1710000000.0,1744000000.0,7750000.0,3.4,3.4,3137.0,33.0,39.0,84.0,133.0,118.0,154.0,208.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.3,1000.0,600.0,400.0,,7751111.1
ジャパンパイル,JP-NPH123,節杭,600-450,600.0,450.0,70.0,標準,123.0,B,10.0,12,942.0,380.0,83600.0,87100.0,1560000000.0,1624000000.0,7216000.0,8.0,8.0,2351.0,72.0,86.0,111.0,243.0,141.0,179.0,232.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.263,1000.0,600.0,400.0,,7217777.8
ジャパンパイル,JP-NPH123,節杭,600-450,600.0,450.0,85.0,特厚,123.0,BH,10.0,12,942.0,380.0,97500.0,101000.0,1710000000.0,1775000000.0,7889000.0,6.9,6.9,2838.0,67.0,81.0,113.0,243.0,156.0,199.0,259.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.3,1000.0,600.0,400.0,,7888888.9
ジャパンパイル,JP-NPH123,節杭,600-450,600.0,450.0,70.0,標準,123.0,C,11.2,12,1200.0,380.0,83600.0,88100.0,1560000000.0,1641000000.0,7294000.0,10.0,10.0,2202.0,91.0,109.0,127.0,297.0,156.0,196.0,252.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.263,1000.0,600.0,400.0,,7293333.3
ジャパンパイル,JP-NPH123,節杭,600-450,600.0,450.0,85.0,特厚,123.0,CH,11.2,12,1200.0,380.0,97500.0,102000.0,1710000000.0,1793000000.0,7967000.0,8.6,8.6,2692.0,85.0,102.0,127.0,297.0,172.0,217.0,281.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.3,1000.0,600.0,400.0,,7968888.9
ジャパンパイル,JP-NPH85,節杭,650-500,650.0,500.0,80.0,標準,85.0,A,7.1,14,560.0,420.0,105600.0,107800.0,2412000000.0,2461000000.0,9846000.0,4.0,4.0,2156.0,49.0,59.0,113.0,170.0,135.0,174.0,232.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.325,1000.0,600.0,400.0,,9844000.0
ジャパンパイル,JP-NPH85,節杭,650-500,650.0,500.0,80.0,標準,85.0,B,10.0,14,1099.0,420.0,105600.0,110000.0,2412000000.0,2509000000.0,10040000.0,8.0,7.8,1782.0,98.0,117.0,153.0,307.0,178.0,225.0,291.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.325,1000.0,600.0,400.0,,10036000.0
ジャパンパイル,JP-NPH85,節杭,650-500,650.0,500.0,80.0,標準,85.0,C,11.2,14,1400.0,420.0,105600.0,111200.0,2412000000.0,2535000000.0,10140000.0,10.0,9.8,1579.0,124.0,149.0,175.0,371.0,196.0,247.0,317.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.325,1000.0,600.0,400.0,,10140000.0
ジャパンパイル,JP-NPH105,節杭,650-500,650.0,500.0,80.0,標準,105.0,A,7.1,14,560.0,420.0,105600.0,107800.0,2412000000.0,2461000000.0,9846000.0,4.0,4.0,2802.0,49.0,59.0,113.0,171.0,135.0,174.0,232.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.325,1000.0,600.0,400.0,,9844000.0
ジャパンパイル,JP-NPH105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,AH,7.1,14,560.0,420.0,125700.0,127900.0,2670000000.0,2720000000.0,10880000.0,3.4,3.4,3402.0,45.0,54.0,118.0,171.0,152.0,199.0,268.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.377,1000.0,600.0,400.0,,10880000.0
ジャパンパイル,JP-NPH105,節杭,650-500,650.0,500.0,80.0,標準,105.0,B,10.0,14,1099.0,420.0,105600.0,110000.0,2412000000.0,2509000000.0,10040000.0,8.0,7.8,2442.0,98.0,117.0,153.0,311.0,178.0,225.0,291.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.325,1000.0,600.0,400.0,,10036000.0
ジャパンパイル,JP-NPH105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,BH,10.0,14,1099.0,420.0,125700.0,130100.0,2670000000.0,2767000000.0,11070000.0,6.5,6.5,3057.0,90.0,108.0,155.0,310.0,199.0,253.0,330.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.377,1000.0,600.0,400.0,,11068000.0
ジャパンパイル,JP-NPH105,節杭,650-500,650.0,500.0,80.0,標準,105.0,C,11.2,14,1400.0,420.0,105600.0,111200.0,2412000000.0,2535000000.0,10140000.0,10.0,9.8,2246.0,124.0,149.0,175.0,377.0,196.0,247.0,317.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.325,1000.0,600.0,400.0,,10140000.0
ジャパンパイル,JP-NPH105,節杭,650-500,650.0,500.0,100.0,特厚,105.0,CH,11.2,14,1400.0,420.0,125700.0,131300.0,2670000000.0,2794000000.0,11180000.0,8.2,8.2,2862.0,114.0,137.0,175.0,377.0,219.0,277.0,358.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.377,1000.0,600.0,400.0,,11176000.0
ジャパンパイル,JP-NPH123,節杭,650-500,650.0,500.0,80.0,標準,123.0,A,7.1,14,560.0,420.0,105600.0,107700.0,2412000000.0,2458000000.0,9834000.0,4.0,4.0,3338.0,49.0,59.0,113.0,174.0,135.0,174.0,232.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.325,1000.0,600.0,400.0,,9832000.0
ジャパンパイル,JP-NPH123,節杭,650-500,650.0,500.0,100.0,特厚,123.0,AH,7.1,14,560.0,420.0,125700.0,127800.0,2670000000.0,2717000000.0,10870000.0,3.4,3.4,4038.0,45.0,54.0,118.0,174.0,152.0,199.0,268.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.377,1000.0,600.0,400.0,,10868000.0
ジャパンパイル,JP-NPH123,節杭,650-500,650.0,500.0,80.0,標準,123.0,B,10.0,14,1099.0,420.0,105600.0,109700.0,2412000000.0,2503000000.0,10010000.0,8.0,7.8,2983.0,98.0,117.0,153.0,319.0,178.0,225.0,291.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.325,1000.0,600.0,400.0,,10012000.0
ジャパンパイル,JP-NPH123,節杭,650-500,650.0,500.0,100.0,特厚,123.0,BH,10.0,14,1099.0,420.0,125700.0,129800.0,2670000000.0,2762000000.0,11050000.0,6.5,6.5,3699.0,90.0,108.0,155.0,318.0,199.0,253.0,330.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.377,1000.0,600.0,400.0,,11048000.0
ジャパンパイル,JP-NPH123,節杭,650-500,650.0,500.0,80.0,標準,123.0,C,11.2,14,1400.0,420.0,105600.0,110800.0,2412000000.0,2528000000.0,10110000.0,10.0,9.8,2792.0,124.0,149.0,175.0,390.0,196.0,247.0,317.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.325,1000.0,600.0,400.0,,10112000.0
ジャパンパイル,JP-NPH123,節杭,650-500,650.0,500.0,100.0,特厚,123.0,CH,11.2,14,1400.0,420.0,125700.0,130900.0,2670000000.0,2786000000.0,11150000.0,8.2,8.2,3508.0,114.0,137.0,175.0,390.0,219.0,277.0,358.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.377,1000.0,600.0,400.0,,11144000.0
ジャパンパイル,JP-NPH85,節杭,800-600,800.0,600.0,90.0,標準,85.0,A,10.0,10,785.0,510.0,144200.0,147300.0,4834000000.0,4936000000.0,16460000.0,4.0,4.0,2946.0,82.0,98.0,189.0,287.0,183.0,237.0,317.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.484,1000.0,600.0,400.0,,16453333.3
ジャパンパイル,JP-NPH85,節杭,700-600,700.0,600.0,90.0,標準,85.0,A,10.0,10,785.0,510.0,144200.0,147300.0,4834000000.0,4936000000.0,16460000.0,4.0,4.0,2946.0,82.0,98.0,189.0,287.0,183.0,237.0,317.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.44,1000.0,600.0,400.0,,16453333.3
ジャパンパイル,JP-NPH85,節杭,800-600,800.0,600.0,90.0,標準,85.0,B,10.0,20,1570.0,510.0,144200.0,150500.0,4834000000.0,5038000000.0,16800000.0,8.0,8.0,2408.0,167.0,201.0,260.0,527.0,244.0,309.0,400.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.484,1000.0,600.0,400.0,,16793333.3
ジャパンパイル,JP-NPH85,節杭,700-600,700.0,600.0,90.0,標準,85.0,B,10.0,20,1570.0,510.0,144200.0,150500.0,4834000000.0,5038000000.0,16800000.0,8.0,8.0,2408.0,167.0,201.0,260.0,527.0,244.0,309.0,400.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.44,1000.0,600.0,400.0,,16793333.3
ジャパンパイル,JP-NPH85,節杭,800-600,800.0,600.0,90.0,標準,85.0,C,11.2,20,2000.0,510.0,144200.0,152200.0,4834000000.0,5094000000.0,16980000.0,10.0,10.0,2130.0,212.0,254.0,297.0,637.0,269.0,339.0,435.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.484,1000.0,600.0,400.0,,16980000.0
ジャパンパイル,JP-NPH85,節杭,700-600,700.0,600.0,90.0,標準,85.0,C,11.2,20,2000.0,510.0,144200.0,152200.0,4834000000.0,5094000000.0,16980000.0,10.0,10.0,2130.0,212.0,254.0,297.0,637.0,269.0,339.0,435.0,40000,1275.0,1420.0,200000.0,24,48,1.2,1.8,0.44,1000.0,600.0,400.0,,16980000.0
ジャパンパイル,JP-NPH105,節杭,800-600,800.0,600.0,90.0,標準,105.0,A,10.0,10,785.0,510.0,144200.0,147300.0,4834000000.0,4936000000.0,16460000.0,4.0,4.0,3829.0,82.0,98.0,189.0,289.0,183.0,237.0,317.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.484,1000.0,600.0,400.0,,16453333.3
ジャパンパイル,JP-NPH105,節杭,700-600,700.0,600.0,90.0,標準,105.0,A,10.0,10,785.0,510.0,144200.0,147300.0,4834000000.0,4936000000.0,16460000.0,4.0,4.0,3829.0,82.0,98.0,189.0,289.0,183.0,237.0,317.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.44,1000.0,600.0,400.0,,16453333.3
ジャパンパイル,JP-NPH105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,AH,10.0,10,785.0,510.0,169300.0,172500.0,5338000000.0,5440000000.0,18130000.0,3.4,3.4,4588.0,77.0,92.0,197.0,289.0,205.0,267.0,359.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.55,1000.0,600.0,400.0,,18133333.3
ジャパンパイル,JP-NPH105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,AH,10.0,10,785.0,510.0,169300.0,172500.0,5338000000.0,5440000000.0,18130000.0,3.4,3.4,4588.0,77.0,92.0,197.0,289.0,205.0,267.0,359.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.505,1000.0,600.0,400.0,,18133333.3
ジャパンパイル,JP-NPH105,節杭,800-600,800.0,600.0,90.0,標準,105.0,B,10.0,20,1570.0,510.0,144200.0,150500.0,4834000000.0,5038000000.0,16800000.0,8.0,8.0,3311.0,167.0,201.0,260.0,534.0,244.0,309.0,400.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.484,1000.0,600.0,400.0,,16793333.3
ジャパンパイル,JP-NPH105,節杭,700-600,700.0,600.0,90.0,標準,105.0,B,10.0,20,1570.0,510.0,144200.0,150500.0,4834000000.0,5038000000.0,16800000.0,8.0,8.0,3311.0,167.0,201.0,260.0,534.0,244.0,309.0,400.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.44,1000.0,600.0,400.0,,16793333.3
ジャパンパイル,JP-NPH105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,BH,10.0,20,1570.0,510.0,169300.0,175600.0,5338000000.0,5542000000.0,18480000.0,6.8,6.8,4073.0,157.0,188.0,264.0,534.0,271.0,344.0,448.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.55,1000.0,600.0,400.0,,18473333.3
ジャパンパイル,JP-NPH105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,BH,10.0,20,1570.0,510.0,169300.0,175600.0,5338000000.0,5542000000.0,18480000.0,6.8,6.8,4073.0,157.0,188.0,264.0,534.0,271.0,344.0,448.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.505,1000.0,600.0,400.0,,18473333.3
ジャパンパイル,JP-NPH105,節杭,800-600,800.0,600.0,90.0,標準,105.0,C,11.2,20,2000.0,510.0,144200.0,152200.0,4834000000.0,5094000000.0,16980000.0,10.0,10.0,3044.0,212.0,254.0,297.0,647.0,269.0,339.0,435.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.484,1000.0,600.0,400.0,,16980000.0
ジャパンパイル,JP-NPH105,節杭,700-600,700.0,600.0,90.0,標準,105.0,C,11.2,20,2000.0,510.0,144200.0,152200.0,4834000000.0,5094000000.0,16980000.0,10.0,10.0,3044.0,212.0,254.0,297.0,647.0,269.0,339.0,435.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.44,1000.0,600.0,400.0,,16980000.0
ジャパンパイル,JP-NPH105,節杭,800-600,800.0,600.0,110.0,特厚,105.0,CH,11.2,20,2000.0,510.0,169300.0,177300.0,5338000000.0,5598000000.0,18660000.0,8.5,8.5,3811.0,199.0,238.0,299.0,648.0,298.0,377.0,487.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.55,1000.0,600.0,400.0,,18660000.0
ジャパンパイル,JP-NPH105,節杭,700-600,700.0,600.0,110.0,特厚,105.0,CH,11.2,20,2000.0,510.0,169300.0,177300.0,5338000000.0,5598000000.0,18660000.0,8.5,8.5,3811.0,199.0,238.0,299.0,648.0,298.0,377.0,487.0,40000,1275.0,1420.0,200000.0,30,60,1.2,1.8,0.505,1000.0,600.0,400.0,,18660000.0
ジャパンパイル,JP-NPH123,節杭,800-600,800.0,600.0,90.0,標準,123.0,A,10.0,10,785.0,510.0,144200.0,147200.0,4834000000.0,4930000000.0,16430000.0,4.0,4.0,4563.0,82.0,98.0,189.0,294.0,183.0,237.0,317.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.484,1000.0,600.0,400.0,,16433333.3
ジャパンパイル,JP-NPH123,節杭,700-600,700.0,600.0,90.0,標準,123.0,A,10.0,10,785.0,510.0,144200.0,147200.0,4834000000.0,4930000000.0,16430000.0,4.0,4.0,4563.0,82.0,98.0,189.0,294.0,183.0,237.0,317.0,42000,1275.0,1420.0,200000.0,35,70,1.2,1.8,0.44,1000.0,600.0,400.0,,16433333.3
